IDfg,Name,avg_ip,avg_app,avg_w,avg_sv,avg_k,avg_hld,avg_qs,earned_runs_below_avg,walks_hits_below_avg,k_bb_ratio_adjustment,avg_era,avg_whip,avg_k_bb,total_ip,total_app,total_w,total_sv,total_k,total_hld,total_h,total_er,total_bb,stddev_ip,stddev_app,stddev_w,stddev_sv,stddev_k,stddev_hld,stddev_qs,stddev_era,stddev_whip,stddev_k_bb,SeasonsPlayed,LatestAge,eligible_positions,consistency_ip,consistency_app,consistency_w,consistency_sv,consistency_k,consistency_hld,consistency_qs,consistency_era,consistency_whip,consistency_k_bb,overall_consistency,overall_consistency_cat,value_app,value_w,value_sv,value_k,value_hld,value_qs,value_era,value_whip,value_k_bb,total_value,sp_rank,rp_rank,p_rank,adjusted_total_value,player_draft_value
3548,Liam Hendriks,64.1,63.5,6.0,37.5,99.0,0.0,0.0,17.95401368159741,47.79466067331251,5.6469845766317475,2.667706708268331,0.8736349453978159,10.727678571428571,128.2,2,12,75,198,0,89,38,23,9.758073580374354,7.7781745930520225,2.8284271247461903,0.7071067811865476,19.79898987322333,0.0,0.0,0.19091883092036785,0.21920310216782976,7.657966440250311,2,33,RP,0.8678807460398306,0.8908757885922318,0.6796227589829592,0.9814927943841398,0.8333404190191189,1.0,1.0,0.9332130675028699,0.7994184932926556,0.5834812194303851,0.8569325287244192,Highly Consistent,1.7829307352421482,0.43481810208154675,6.240735332626113,0.48298659691521373,-0.7689006027889536,-0.5420181660094596,1.2736410196752646,2.292031898218729,7.123163319963809,18.31938823592441,0,1,0,18.31938823592441,30.41018447163452
13125,Gerrit Cole,196.76666666666665,32.0,14.666666666666666,0.0,240.66666666666666,0.0,21.103886991869917,53.64160901908696,134.77837905972206,2.2325335287743817,3.1102829069964426,1.0181263764187702,5.230609756097561,590.3,3,44,0,722,0,462,204,139,14.263356313761973,1.7320508075688772,1.5275252316519468,0.0,17.616280348965084,0.0,0.0,0.4453088815642466,0.040000000000000036,0.6550063612922652,3,32,SP,0.9324107721151847,0.9486526681271263,0.9056745010036256,1.0,0.9317946440037371,1.0,1.0,0.8747581533411888,0.96219733210377,0.8887106552265679,0.94441987259212,Guarantee,-0.1357706274981191,3.2466120366109408,-0.3987988336219326,3.751466289822601,-0.7689006027889536,4.24121376434075,0.8530133274319674,1.458635400537789,2.064546307779993,14.312017062615036,1,0,0,15.74321876887654,26.133743156335054
21032,Emmanuel Clase,71.2,74.33333333333333,3.3333333333333335,36.666666666666664,71.66666666666667,2.0,0.0,46.22759221832456,62.24133790810885,2.157336543505454,1.9803370786516852,0.9550561797752808,5.441666666666666,213.60000000000002,3,10,110,215,6,162,47,42,1.7320508075688772,3.0550504633038935,0.5773502691896258,11.015141094572204,6.806859285554046,3.4641016151377544,0.0,1.0946384486821819,0.2151743479135001,1.979553821782407,3,25,RP,0.9762511709407584,0.9605231390885224,0.8523658961269199,0.7689865042506516,0.9132591634827462,0.36602540378443865,1.0,0.6440171835672204,0.8161265299252858,0.7332576461158204,0.8030812637282363,Average Consistent,2.4428015742798057,-0.430349262389036,6.093190128931711,-0.14763772030456443,-0.4095977867137874,-0.5420181660094596,1.9269221989494334,1.8224111664730687,2.2587691043668223,13.014491237583995,0,2,0,13.014491237583995,21.60405545438943
19361,Corbin Burnes,187.4,31.0,11.0,0.0,225.66666666666666,0.0,19.652449322493222,61.37711772070256,141.75318432555616,1.5217326330671064,2.9455709711846314,0.9943080754180006,4.892453951277481,562.2,3,33,0,677,0,408,184,151,18.2065922127124,2.6457513110645907,1.0,0.0,22.678918257565403,0.0,0.0,0.4803123983409131,0.06806859285554051,1.9282893973675221,3,28,SP,0.9114493751548755,0.9213644752169787,0.9166666666666667,1.0,0.9086800022457234,1.0,1.0,0.8597989637903429,0.9359280047385093,0.7172904331973445,0.9171177921010442,Guarantee,-0.196681781870826,2.0570069104638895,-0.3987988336219326,3.405391969397113,-0.7689006027889536,3.912242944522095,1.0095567693173513,1.5960144028391308,1.7533621540977988,12.369193932355666,2,0,0,14.966724658150357,24.84476293252959
10310,Zack Wheeler,186.03333333333333,30.0,13.0,0.0,207.33333333333334,0.0,18.508444444444443,52.58763678392759,114.64274665971698,2.2651796807603564,3.0800931732664396,1.0410320731051783,5.199860100115854,558.1,3,39,0,622,0,462,191,119,30.491036934373568,3.4641016151377544,1.0,0.0,42.19399641339196,0.0,0.0,0.4680811895387381,0.035118845842842555,0.35679125549822555,3,33,SP,0.8591796530955154,0.8964830535426433,0.9285714285714286,1.0,0.8309043083328002,1.0,1.0,0.8680783012115915,0.967366244618206,0.9357902390010943,0.9286373228373279,Guarantee,-0.25759293624353286,2.705882433816827,-0.3987988336219326,2.982412244432628,-0.7689006027889536,3.652952290470196,0.8817058736303046,1.3265201099595816,2.036249275653701,12.160429855308818,3,0,0,13.376472840839702,22.204944915793902
12572,Blake Treinen,72.1,72.0,6.0,7.0,85.0,32.0,0.0,15.468676961335202,18.868916026098532,0.4382889244578352,1.997226074895978,0.9847434119278781,3.4,72.1,1,6,7,85,32,46,16,25,,,,,,,,,,,1,33,RP,,,,,,,,,,,0.7868624148397441,Average Consistent,2.300675547410157,0.43481810208154675,0.840580877411036,0.15998389785142486,4.979944454413705,-0.5420181660094596,1.9108707720201088,1.6511813909286104,0.3799478488634537,12.115984724970582,0,3,0,12.115984724970582,20.112534643451166
14107,Kevin Gausman,183.73333333333332,31.666666666666668,12.666666666666666,0.0,223.0,0.0,18.79234092140921,50.57607130496487,53.04225400257303,2.0683641124277603,3.1023222060957907,1.1502177068214803,5.390173160173161,551.2,3,38,0,669,0,501,190,133,8.967348177322739,1.1547005383792517,1.1547005383792517,0.0,16.3707055437449,0.0,0.0,0.27392213005402344,0.10263202878893764,1.6753805537847217,3,32,SP,0.953464886024148,0.964818633813593,0.9164554040675735,1.0,0.9316094026353064,1.0,1.0,0.9188678002000301,0.9180811346550407,0.7628805014283543,0.9366177762824046,Guarantee,-0.15607434562235464,2.5977365132580035,-0.3987988336219326,3.3438676457659153,-0.7689006027889536,3.717297910500048,0.8605792364395086,0.6967601020941753,2.211382772356831,12.103850398381242,4,0,0,13.314235438219368,22.10163082744415
8700,Justin Verlander,168.55,27.5,15.5,0.0,164.5,0.0,16.09215162601626,55.130249704106774,91.17769198887402,1.4842348704037809,2.456244437852269,0.975971521803619,4.789655172413793,337.1,2,31,0,329,0,255,92,74,9.121677477306466,0.7071067811865476,3.5355339059327378,0.0,28.991378028648448,0.0,0.0,1.0394469683442251,0.2121320343559642,2.248599564173221,2,40,SP,0.9486599237040942,0.974931609020668,0.814266627697223,1.0,0.8501670807039476,1.0,1.0,0.7026491049805792,0.8214532451685793,0.6805174509407412,0.8792645042215831,Highly Consistent,-0.40987082217530013,3.5169768380079978,-0.3987988336219326,1.9941777961065117,-0.7689006027889536,3.1052954078004733,1.474616325300046,1.7017758272626193,1.6587627104558946,11.874034646347356,5,0,0,10.092929449395253,16.75426288599612
10954,Jacob deGrom,62.06666666666666,10.666666666666668,4.666666666666667,0.0,97.66666666666667,0.0,1.7433983739837398,39.26862205548703,110.08865692176903,9.777419359240444,2.030075187969925,0.6552094522019335,12.424242424242424,186.2,3,14,0,293,0,99,42,23,31.00005376339424,4.509249752822894,2.5166114784235836,0.0,50.63924696649165,0.0,0.0,1.0564247882993532,0.11846237095944571,1.0488724104166975,3,35,SP,0.6669050588637578,0.7028680424839503,0.6496569633540252,1.0,0.6585487002780603,1.0,1.0,0.6577272650504674,0.8468829193295621,0.9221507110057053,0.8104739660365528,Average Consistent,-1.4352085874491993,0.0022344198462554503,-0.3987988336219326,0.4522244350996149,-0.7689006027889536,-0.14687395523102736,1.879650732026449,3.55186467686483,8.684407513262759,11.820599798008795,6,0,0,10.047509828307476,16.678866314990408
14710,Edwin Diaz,62.1,62.0,4.0,32.0,103.5,2.0,0.0,21.20817862132916,36.80886782859139,2.0870694122627134,2.391304347826087,0.9500805152979066,5.21256038647343,124.2,2,8,64,207,4,77,33,41,0.14142135623731153,1.4142135623730951,1.4142135623730951,0.0,20.506096654409877,2.8284271247461903,0.0,1.5132085117392118,0.14849242404917504,1.9021172413918126,2,28,RP,0.9977278578612804,0.9776987920699812,0.7387961250362586,1.0,0.8346363831485003,0.4142135623730951,1.0,0.6124462727707134,0.8648315294044754,0.7326488506039953,0.8172999373268299,Average Consistent,1.6915640036830877,-0.21405742127139035,5.266936988243066,0.5868088930428602,-0.4095977867137874,-0.5420181660094596,1.536335867110666,1.8511097634748364,2.0479365742461546,11.815018715806033,0,4,0,12.996520587386637,21.57422417506182
17130,Raisel Iglesias,62.4,63.333333333333336,4.666666666666667,28.0,83.0,5.0,0.0,27.705080820554087,42.33510513294931,3.1114596561651524,2.5961538461538463,1.0202991452991454,6.229365079365079,187.2,3,14,84,249,15,150,54,41,7.408103670980853,4.725815626252609,2.5166114784235836,9.539392014169456,18.027756377319946,8.660254037844387,0.0,0.1418919776919517,0.13999999999999999,2.1033386159468788,3,33,RP,0.8938790300636631,0.9305631101990588,0.6496569633540252,0.7458831509426482,0.8215564016883675,0.3660254037844386,1.0,0.9481776468252627,0.8793414607196788,0.7475802941210746,0.7982663461698216,Average Consistent,1.7727788761800305,0.0022344198462554503,4.5587200105099415,0.11384065512802645,0.12935643739896185,-0.5420181660094596,1.3416453889818667,1.4461033219059964,2.983639890017782,11.806300833959401,0,5,0,11.806300833959401,19.598459384372607
3137,Max Scherzer,158.79999999999998,26.666666666666668,13.0,0.0,194.33333333333334,0.0,13.344050677506774,57.92895567794855,135.8079278062877,2.5906698768387875,2.8337531486146097,0.9613769941225861,5.8768518518518515,476.4,3,39,0,583,0,353,150,105,17.935160997325898,3.511884584284246,2.0,0.0,36.08785575970583,0.0,0.0,0.8098765338000602,0.13796134724383258,1.770790783802536,3,38,SP,0.8985195651158671,0.8836297821230372,0.8666666666666667,1.0,0.8433830851157776,1.0,1.0,0.7777280886395275,0.8745051072517365,0.7684527287471751,0.8912885023659787,Highly Consistent,-0.4606301174858891,2.705882433816827,-0.3987988336219326,2.6824811667305384,-0.7689006027889536,2.4824336473200366,1.1158292548112967,1.7859540250196644,2.659243476288175,11.803494450089762,7,0,0,10.032970282576297,16.654730669076653
20666,Felix Bautista,63.1,60.5,6.0,24.0,99.0,7.0,0.0,29.081096151463285,40.30176425095195,1.0791052509884471,1.8541996830427891,0.9270998415213946,4.028428093645485,126.2,2,12,48,198,14,68,26,49,2.9698484809835017,6.363961030678928,2.8284271247461903,12.727922061357855,15.556349186104045,8.48528137423857,0.0,0.5020458146424487,0.007071067811865481,0.2828427124746193,2,28,RP,0.9550498669322922,0.9048222550297464,0.6796227589829592,0.6534537935444722,0.8642035182106601,0.45204215737695624,1.0,0.7869297511079998,0.9924306486733651,0.9343945845217825,0.8222949334380234,Highly Consistent,1.6001972721240274,0.43481810208154675,3.8505030327768166,0.48298659691521373,0.488659253474128,-0.5420181660094596,2.046804112556686,1.9836575063019934,0.9582518782005633,11.303859588421517,0,6,0,12.43424554726367,20.64084760845769
11486,Robbie Ray,191.05,32.0,12.5,0.0,230.0,0.0,19.537040650406503,27.770894132124596,49.26786149198688,1.073376643756081,3.2740120387333156,1.1175085056267993,4.094292803970223,382.1,2,25,0,460,0,313,139,114,2.899137802864841,0.0,0.7071067811865476,0.0,25.45584412271571,0.0,0.0,0.6151828996322964,0.10606601717798207,0.9545941546018389,2,30,SP,0.985052071714742,1.0,0.9464601299208228,1.0,0.9003512947212621,1.0,1.0,0.8418225598404127,0.9133146243231278,0.8109297826561322,0.9397930463176498,Guarantee,-0.1357706274981191,2.5436635529785923,-0.3987988336219326,3.5053689952978098,-0.7689006027889536,3.88608537243231,0.69740394980751,0.8854199660388761,1.0188631521984524,11.233334924844545,9,0,0,13.592335259061901,22.563276530042756
16149,Aaron Nola,192.79999999999998,32.0,10.666666666666666,0.0,220.0,0.0,16.870660162601624,-10.552250285211073,96.94564534667666,2.8789968890596054,4.092323651452283,1.0788381742738589,6.103428627566559,578.4,3,32,0,660,0,511,263,113,12.404837765968571,0.0,1.5275252316519468,0.0,16.703293088490067,0.0,0.0,0.7524847728248947,0.10440306508910546,1.8352747296612935,3,30,SP,0.9395489994240974,1.0,0.8747333776285274,1.0,0.9294336260786804,1.0,1.0,0.8446822439760017,0.9117651907185772,0.7688193339545363,0.9268982771780421,Guarantee,-0.1357706274981191,1.9488609899050664,-0.3987988336219326,3.2746527816808175,-0.7689006027889536,3.2817456935549356,-0.0803254585589021,1.1084623879042135,2.86774825778183,11.097674588358956,10,0,0,13.428186251914338,22.2907891781778
15816,Devin Williams,57.46666666666667,61.333333333333336,7.333333333333333,18.0,90.0,16.333333333333336,0.0,37.24549109756158,35.88767160748111,0.1778238081787653,1.9837587006960555,1.0382830626450115,3.138095238095238,172.4,3,22,54,270,49,93,38,86,3.1643851430148864,3.511884584284246,1.1547005383792517,16.703293088490067,5.196152422706632,14.224392195567914,0.0,0.4874764951598521,0.1374772708486752,0.051961524227066555,3,28,RP,0.9478091662841712,0.9458420420647532,0.8639613653961216,0.5186827646039737,0.9454163609508738,0.534507495261236,1.0,0.8027397408480922,0.8830737294562646,0.9837114107683654,0.8425744075633851,Highly Consistent,1.6509565674346167,0.867401784316838,2.7881775661771298,0.2753420046599209,2.1654057284915704,-0.5420181660094596,1.9236702640546324,1.342375830076708,0.13893287731200116,10.610244456513957,0,7,0,11.671268902165354,19.374306377594486
14765,Julio Urias,159.1,28.0,16.0,0.0,159.33333333333334,0.0,13.921501626016257,45.32176856650892,101.92973119634985,1.6790656234869612,3.073538654934004,1.032893358474754,4.685119811724433,477.29999999999995,3,48,0,478,0,390,163,103,36.72887147735416,6.08276253029822,4.582575694955841,0.0,39.42503434790302,0.0,0.0,1.243864944437297,0.10263202878893767,0.5653612414495119,3,26,SP,0.8124440425956215,0.8215296508054215,0.7773565484285384,1.0,0.8016433984247049,1.0,1.0,0.7118951435028155,0.9096171429189681,0.8923220109312179,0.8726807937607288,Highly Consistent,-0.3794152449889467,3.6791957188462323,-0.3987988336219326,1.874974419071066,-0.7689006027889536,2.6133138883005556,0.8879353363259082,1.37346252184307,1.562565196522075,10.444332399509074,11,0,0,11.488765639459983,19.07135096150357
17995,Logan Webb,185.4,30.666666666666668,12.333333333333334,0.0,171.66666666666666,0.33333333333333337,18.783347154471542,52.75836513030018,74.27449505847449,1.477944096871628,3.0744336569579285,1.1129090255303846,4.657828005754273,556.2,3,37,0,515,1,503,190,116,34.44227054071784,3.2145502536643185,2.3094010767585034,0.0,19.5021366350801,0.5773502691896258,0.0,0.1769180601295414,0.045092497528228866,1.4835430563350696,3,26,SP,0.8433319012944844,0.9051229399102435,0.842283482573661,1.0,0.897984732350407,0.3660254037844386,1.0,0.9455863051666331,0.961060070621387,0.7584345512856283,0.8519829386986884,Highly Consistent,-0.21698549999506156,2.489590592699181,-0.3987988336219326,2.1595244158653557,-0.7090168001097592,3.715259457905654,0.8870847197835855,0.9119488098354973,1.5374502127713108,10.376057075133831,12,0,0,11.413662782647215,18.946680219194377
